,content,score,content_clean
41,"Serius kecewa sih lihat instagram sekarang lagunya pada gak ada semua, malah yang muncul lagu gajelas semua cari lagu lain juga gak bisa, padahal kemarin masih bisa, mau buat story susah mau pakai Igu karna lagunya pada gak muncul tolong di perbaiki Igi ya, sangat mengganggu kenyamanan penggunaan aplikasi instagram untuk membuat story menggunakan lagu, yang muncul Igu Inggris semua, mau cari lagu Indonesia juga gk ada.....",1,serius kecewa sih lihat instagram lagu muncul lagu cari lagu kemarin story susah pakai igu lagu muncul tolong baik igi ya ganggu nyaman guna aplikasi instagram story lagu muncul igu inggris cari lagu indonesia
400,"makin update makin banyak bug yang terjadi. seperti, Iklan nya terlalu banyak buat saya muak. Tolong diperbaiki bug nya, saya sebagai pengguna Instagram kecewa!",1,update bug iklan nya muak tolong baik bug nya guna instagram kecewa
327,Saya kecewaaaa sekali dengan istagram. Terlalu banyakkk iklan tidak bisa menyimpan video yg ada musiknya. Ga jelas banget!!!!,1,kecewaaaa istagram banyakkk iklan simpan video musik banget
239,"Setiap upload video story panjang, setelah part 1 sukses di upload, part selanjutnya selalu gagal, bahkan di tekan coba lagi tetap saja gagal. Sudah di unins kemudian di re-install kembali, tetap saja hasilnya sama.",1,upload video story part sukses upload part gagal tekan coba gagal unins reinstall hasil
288,Kecewa tiap mw upload yg pake musik ga bisa karna musik yg dicari ga ada. Dan semakin banyak iklan ga jelas yg muncul jg.,1,kecewa upload pakai musik musik cari iklan muncul
72,"Aplikasi ini sangat mengecewakan,, banyak perubahan, dan pihak instagram juga tdk adil dan sangat sangat tdk adil terutama disaat kita ngepost, jika post kita tdk disukai oleh pihak instagram, pihak instagram langsung menghapusnya ,, apa apaan coba, jd gak nyaman menggunakan fitur ini, kalo gak karena ingin melihat info atau berita disini, udah aku hapus uninstal aja nii apk",1,aplikasi kecewa ubah instagram adil adil saat ngepost post suka instagram instagram langsung hapus coba nyaman fitur informasi berita hapus uninstal nii apk
371,"Ini instagram kenapa ga bisa liat postingan reels sendiri di menu reels. List followers&following udah beberapa hari jg error, keterangannya ""tidak tersedia"".",1,instagram lihat postingan reels menu reels daftar followersfollowing error terang sedia
89,"Instagram tambah di update kok tambah buruk bgt. Mau bikin story tapi lagu2 yg dicari sering gak dapet. Lagu2 lain yg mirip banyak bermunculan tapi yg saya cari susah nemuin nya. Ahh belum lagi makin bnyk video2 yg jorok dan penistaan keluar2 gak mendidik banget. Harusnya kan di saring gitu. Video adegan berdarah pun kdg masih lepas aja ditampilkan, hadeuuh parahh",1,instagram update buruk banget bikin story lagu cari dapet lagu muncul cari susah temu nya ahh video jorok nista didik banget saring video adegan darah terkadang lepas tampil hadeuuh parahh
440,"Apk ini sangat bagus untuk komunikasi dll, tapi kurang nya misalkan kita punya 2 akun yg bisa di update cuma akun per1 akun ke2 nya nggk bisa, dan kalo bisa di tmbh fitur"" baru sih yg bagus dan menarik 🙂🙂",4,apk bagus komunikasi lain nya akun update akun akun nya fitur sih bagus tarik
49,Makin di update makin jelek ..sudah login eh malah gk bisa masuk notif ada masalah dengan sistem aplikasi dan tolong untuk musik indo nya kol gk ada kebanyakan musik luar..tolong di perbaiki untuk aplikasi instagramnya!!!!!!!,2,update jelek login eh masuk pemberitahuan sistem aplikasi tolong musik indonesia nya kol banyak musik luartolong baik aplikasi instagramnya
84,"Sekarang rawan limit. Aku udah ga main instagram dari 2 bulan yang lalu dan baru ganti device hari ini, tapi baru follow 4 akun aja dari reels publik tiba² udah limit. Apa apaan sih. Makin kesini bukannya nyaman dipake malah makin kesana.",1,rawan limit main instagram ganti device follow akun reels publik tiba limit sih kesini nyaman pakai kesana
395,Sya minta tolong hilang kan iklan slot yg banyak muncul di tempat saya setiap sya buka Ig pasti muncul semua iklan slot udah di coba untuk lapor ke puhak Ig masih aja muncul setiap iklan muncul hp saya jdi berat bang “tolong di hapus iklan yg ada di Ig atau di sg bisa gk”,1,tolong hilang iklan slot muncul buka ig muncul iklan slot coba lapor puhak ig muncul iklan muncul hp berat bang tolong hapus iklan ig sg
411,"aneh, aplikasi nya banyak akun instagram yang kena suspend, padahal ga melanggar paduan komunitas, tolong di perbaiki karna saya baca"" juga ada bug dan error. dan tolong agar akun"" Yang ke suspend agar di pulihkan,untuk pihak terkait agar selalu memperhatikan",3,aneh aplikasi nya akun instagram kena suspend langgar padu komunitas tolong baik baca bug error tolong akun suspend pulihkanuntuk kait perhati
343,"mengapa ada fitur undangan di instagram? saya selaku orang yang sering banget curhat masalah pribadi ke idol skrg jdi susah gabisa, tolong dong di hilangkan, efek foto nya juga kenapa burem ketika di gunakan? instagram kenapa jadi seperti ini? di perbaiki lagi terimakasii",2,fitur undang instagram orang banget curhat pribadi idol susah tolong hilang efek foto nya burem instagram baik terimakasii
405,"kenapa ga bisa diupdate sih trs kok kalo mau ngelike postingan gabisa sih trs kalo ada notif ga ada suaranya dan sekarang gaada musiknya kalo mau buat sg, tolong diperbaiki lagi",1,diupdate sih ngelike postingan sih pemberitahuan suara musik sg tolong baik
142,"Instagram sekarang aneh, tidak sebagus dulu. saya sudah update untuk thema di pesan, tapi tidak muncul pilihan thema. tapi saat saya coba di akun Instagram saya yang satu lagi fitur nya berhasil, tolong lah kalo ngasih fitur baru jangan ngebug",1,instagram aneh bagus update thema pesan muncul pilih thema coba akun instagram fitur nya hasil tolong fitur ngebug
291,"kecewaaaa,apaapan orang mau pakai fitur lagu Indonesia atau lagu yang kits mau gabisa,fitur baru yang musik di dm itu ga keliatan,gabisa pakai fitur stories yang baru di dua akun?!?!?!?tolong perbaikkan dong!!!!!",1,kecewaaaaapaapan orang pakai fitur lagu indonesia lagu kits gabisafitur musik dm keliatangabisa pakai fitur stories akuntolong baik
418,"tolong ya min kenapa kalau mau buka ig susah bgt, kesalahan teknis lah, ini lah, itu lah silahkan coba lagi gitu katanya, sudah 1minggu lo ini saya cobalagi2 sampe males tolong mohon segera di perbaiki .",1,tolong ya min buka ig susah banget salah teknis silah coba minggu cobalagi malas tolong mohon baik
367,"Ini Instagram makin lama makin gajelas banyak banget bug mulai dari lagu yang gaada padahal lagu itu dulu ada, skrg saya mao mengganti email dan no hp baru di handphone baru saya malah tidak bisa bagaimana ini",1,instagram banget bug lagu lagu ganti email nomor hp handphone
174,"Kenapa ya saat aku buka Instagram, tampilannya kayak ""Halaman ini tidak tersedia"" aku dah mencoba berkali kali buat mencet ""muat ulang"", tetep aj gak bisa, padahal, wifiku itu fine fine aja loh. Dan aku udah update aplikasinya, tapi tampilannya tetap kayak begitu, masa Instagram sekarang kayak gini, malah lebih parah lagi..., tolong developernya segera perbaiki masalah ini🙏🏿",1,ya buka instagram tampil halaman sedia coba kali kali mencet muat ulang wifiku fine fine loh update aplikasi tampil instagram parah tolong developer baik
96,"Parah banget bug nya makin kesini makin kesana, udh keluar ig aja audio di feed orang masih bunyi, padahal posisi layar lg buka apk yg lain. Udh di bersihin semua apk yg running jg msh tetep bunyi. Paraaaah kecewa.",1,parah banget bug nya kesini kesana ig audio feed orang bunyi posisi layar buka apk bersihin apk running bunyi paraaaah kecewa
333,"Saran sya tuk instagram. Klo bisa koment yg sudah di dikirim ,bisa diedit lg. Skrg ini blm ada fitur untuk edit komen di instagram. Jd klo kita komen ada salah ketik kata2 nya, gk bisa diedit, hanya bisa dihapus lalu ketik yg baru lg..capeek deh",1,saran tuk instagram koment kirim edit fitur edit komen instagram komen salah ketik nya edit hapus ketik lgcapeek deh
199,"Overall sudah bagus. Tapi tolong sistem refresh halaman dibuat seperti Twitter atau X, Yang mana tidak otomatis memperbarui ketika kita keluar ke beranda ponsel dan kembali lagi ke aplikasi. Mohon dapat diterapkan. Terimakasih",4,overall bagus tolong sistem refresh halaman twitter x otomatis baru beranda ponsel aplikasi mohon terap terimakasih
176,"eror berkali-kali logout sendiri, auto hilang password yg udah disave, dan masih banyak lagi tidak perlu deskripsi panjang yang pasti pelayanan dan fitur makin buruk, Setiap hari selalu ada aja trouble nya, ini aplikasi tidak bisa dibuka sama sekali padahal sudah update, konyol , kalau bisa kasih bintang 1/2. Dah hahaha kalah sama Ig lite !",1,eror berkalikali logout auto hilang password disave deskripsi layan fitur buruk trouble nya aplikasi buka update konyol kasih bintang hahaha kalah ig lite
476,"setiap mau post foto ke sg lewat album pilihan malah suka force close + ngeframe nih hp padahal Ram masih banyak, Memori internal masih banyak juga, baterai full and hp ga panas apk lain enteng tiktok juga enteng bukanya. Kok Ig malah Force Close Padahal cuma buka album buat milih fotonya langsung ngeframe",1,post foto sg album pilih suka force close ngeframe nih hp ram memori internal baterai full and hp panas apk ringan tiktok ringan buka ig force close buka album milih foto langsung ngeframe
109,Aku kecewa sma instgram semenjak aku update aplikasi ini sering bug seperti klo mau pke filter tiba tiba kembali sendiri pas bka lagi aplikasinya. ehh filter yg gue susah susah cari ternyata ke hapus semua kesel bangett dan kecewa jgaa knp sih semua aplikasi hrus di update!! Tolong ya di perbaiki aplikasi inn sya kecewa berat!!!,1,kecewa sma instgram semenjak update aplikasi bug pakai filter pas bka aplikasi ehh filter susah susah cari hapus kesel bangett kecewa jgaa sih aplikasi update tolong ya baik aplikasi inn kecewa berat
438,"Sangat mengecewakan, akun instagram saya sudah 3 kali minta verfikasi akun di tangguhkan, setalah akun instagram aktif kembali, masih saja minta di verifikasi, iklan sponsor jadinya tidak jalan jika selalu di tangguhkan, saya kasi masukan tolong di perbaiki minta verfikasi cukup 1x saja, kalau sudah di verifikasi dan sudah bagus, jangan di tangguhkan lagi",1,kecewa akun instagram kali verfikasi akun tangguh seta akun instagram aktif verifikasi iklan sponsor jalan tangguh kasih masuk tolong baik verfikasi x verifikasi bagus tangguh
204,Halo saya adalah salah satu pemakai aplikasi instagram ini.. Saya suka dengan aplikasi ini Hanya saja saya merasa kecewa dan sedih Sejak aplikasi ini diupdate banyak sekali kendala Yang terjadi... Seperti akun instagram saya yang Hilang dan tidak bisa terdeteksi lagi... Akun yang baru terdaftar tiba tiba ada kesalahan yang membuat saya kecewa 😞 Banyak sekali bug² dan ketika meng posting foto atau video tidak bisa memakai musik tolong pihak instagram perbaiki lagi instagramnya🙏,2,halo salah pakai aplikasi instagram suka aplikasi kecewa sedih aplikasi diupdate kendala akun instagram hilang deteksi akun daftar salah kecewa bug meng posting foto video pakai musik tolong instagram baik instagramnya
399,"Kecewa,, audio sering hilang, jadi postingan cinematic saya tidak ada suaranya. Andai diganti menggunakan audio lain jadi tidak cocok dengan ritme beat vidio",1,kecewa audio hilang postingan cinematic suara andai ganti audio cocok ritme beat video
130,"Instagram sering ngelag, biasanya kalo keluar dari apps buat buka app lain editing sebelumnya gak kehapus, tapi sekarang kalo buka apps lain pas editing, editingnya kehapus mulai dari 0 lagi, huua sedih:') selain itu cache Instagram juga gak bisa dihapus sepenuhnya! semisal cache ada 800mb yng kehapus cumn 100mb, yng seharusnya total bersih 500mb, jadi 700mb, puyeng juga saya, menuh"" in penyimpanan hp! OH IYA! CACHE APPS GAK CUMAN DI SAYA YA! DI HP NYOKAP SAYA JUGA BEGITU!",3,instagram ngelag apps buka app editing hapus buka apps pas editing editingnya hapus huua sedih cache instagram hapus sepenuh cache mbak hapus mbak total bersih mbak mbak puyeng menuh in simpan hp oh iya cache apps ya hp
449,"Mau login ulang karna memastikan sandi, malah gabisa masuk sampai sekarang, udah di update, tetep halaman tidak tersedia. Disuruh muat ulang ampe berjam-jam gaada perubahan. Emang lagi trouble apa gimaanaa??",1,login ulang sandi masuk update halaman sedia suruh muat ulang berjamjam ubah emang trouble gimaanaa
202,"Untuk aplikasi nya gak nge lag ya,dan untuk video² nya gak ada yang aneh aneh juga,good untuk ig nya, bisa untuk ber interaksi dengan artis dengan mudah lewat DM an,good untuk yabg buat ig nya , semoga bisa lebih kreatif lagi☺️",5,aplikasi nya nge lag yad video nya aneh aneh jugagood ig nya ber interaksi artis mudah dm angood yabg ig nya moga kreatif
290,"Kecewa banget sama ig sekarang posting foto di ig blur banget padahal udah bagus dan cantik fotonya pas di posting story malah blur, mana lodingnya lama banget. Kecewa banget padahal selalu di update ig nya",1,kecewa banget ig posting foto ig blur banget bagus cantik foto pas posting story blur lodingnya banget kecewa banget update ig nya
74,Buat temen-temen yang pake filter IG masih buram atau blur setelah di update kalian bisa buka di pengaturan kelola aplikasi lalu klik yg aplikasi IG abis itu kalian scroll kebawah disitu ada notifikasi pratinjau aplikasi blur silahkan dinyalakan abis itu kalian coba lagi filter nya pasti sudah tidak blur/buram lagi.. Sudah saya coba sendiri.. Tengkyu semoga membantu yaa 😁😁,3,tementemen pakai filter ig buram blur update buka atur kelola aplikasi klik aplikasi ig habis scroll bawah situ notifikasi pratinjau aplikasi blur silah nyala habis coba filter nya blurburam coba tengkyu moga bantu yaa
223,"Sekarang jelek bgt update nya, kamera ig kalo pake filter burem parah. Udah coba di uninstall, remove data, dll tetep aja gabisa. Udah lapor juga ke pusat masih aja ga ada perbaikan, jelek",1,jelek banget update nya kamera ig pakai filter burem parah coba uninstall remove data lain lapor pusat baik jelek
307,Tolong dong perbaiki lagi fiturnya.Ini setiap hari update tapi kok malah lemot .music nya juga ga tersedia indo nya. Reels banyak yg ga berkualitas.,1,tolong baik fiturnyaini update lot musik nya sedia indonesia nya reels kualitas
98,"Anjir..., Makin Update Makin Buruk Kali Ini Instagram. Simpanan Insta Story Dari Tahun Lalu Tiba - Tiba Hilang Entah Kenapa Gak Bisa Dilihat Lagi. Tolonglah Instagram Segera Perbaiki Kalau Itu Bug Atau Error. Masa Tiba - Tiba Insta Story Tahun Lalu Pada Hilang Dan Gak Bisa Dilihat.",1,anjir update buruk kali instagram simpan insta story hilang tolong instagram baik bug error insta story hilang
